Time,Execution Time
Thu Nov 26 15:26:03 2020,0.4213290214538574
Thu Nov 26 15:26:04 2020,0.415647029876709
Thu Nov 26 15:26:06 2020,0.43273496627807617
Thu Nov 26 15:26:07 2020,0.43230271339416504
Thu Nov 26 15:26:08 2020,0.41114306449890137
Thu Nov 26 15:26:10 2020,0.3861730098724365
Thu Nov 26 15:26:11 2020,0.4245109558105469
Thu Nov 26 15:26:13 2020,0.4053928852081299
Thu Nov 26 15:26:14 2020,0.38695383071899414
Thu Nov 26 15:26:15 2020,0.39603281021118164
Thu Nov 26 15:26:17 2020,0.40010595321655273
Thu Nov 26 15:26:18 2020,0.4211719036102295
Thu Nov 26 15:26:20 2020,0.4106769561767578
Thu Nov 26 15:26:21 2020,0.41938304901123047
Thu Nov 26 15:26:22 2020,0.3895289897918701
Thu Nov 26 15:26:24 2020,0.41115808486938477
Thu Nov 26 15:26:25 2020,0.40550971031188965
Thu Nov 26 15:26:27 2020,0.391495943069458
Thu Nov 26 15:26:28 2020,0.4130711555480957
Thu Nov 26 15:26:30 2020,0.4285261631011963
Thu Nov 26 15:26:31 2020,0.3977930545806885
Thu Nov 26 15:26:32 2020,0.4251439571380615
Thu Nov 26 15:26:34 2020,0.39258599281311035
Thu Nov 26 15:26:35 2020,0.41186094284057617
Thu Nov 26 15:26:37 2020,0.3987009525299072
Thu Nov 26 15:26:38 2020,0.3881847858428955
Thu Nov 26 15:26:39 2020,0.389894962310791
Thu Nov 26 15:26:41 2020,0.4145369529724121
Thu Nov 26 15:26:42 2020,0.4206421375274658
Thu Nov 26 15:26:44 2020,0.40865111351013184
Thu Nov 26 15:26:45 2020,0.37902092933654785
Thu Nov 26 15:26:46 2020,0.3700532913208008
Thu Nov 26 15:26:48 2020,0.41643595695495605
Thu Nov 26 15:26:49 2020,0.4135100841522217
Thu Nov 26 15:26:51 2020,0.4067268371582031
Thu Nov 26 15:26:52 2020,0.3987619876861572
Thu Nov 26 15:26:53 2020,0.4201347827911377
Thu Nov 26 15:26:55 2020,0.4068319797515869
Thu Nov 26 15:26:56 2020,0.375154972076416
Thu Nov 26 15:26:58 2020,0.4030039310455322
Thu Nov 26 15:26:59 2020,0.4227766990661621
Thu Nov 26 15:27:00 2020,0.3830101490020752
Thu Nov 26 15:27:02 2020,0.4289238452911377
Thu Nov 26 15:27:03 2020,0.4083976745605469
Thu Nov 26 15:27:05 2020,0.3968939781188965
Thu Nov 26 15:27:06 2020,0.43025898933410645
Thu Nov 26 15:27:08 2020,0.40142178535461426
Thu Nov 26 15:27:09 2020,0.40111589431762695
Thu Nov 26 15:27:10 2020,0.4473540782928467
Thu Nov 26 15:27:12 2020,0.41466712951660156
Thu Nov 26 15:27:13 2020,0.3818018436431885
Thu Nov 26 15:27:15 2020,0.414064884185791
Thu Nov 26 15:27:16 2020,0.40662193298339844
Thu Nov 26 15:27:17 2020,0.43264317512512207
Thu Nov 26 15:27:19 2020,0.42935895919799805
Thu Nov 26 15:27:20 2020,0.3974630832672119
Thu Nov 26 15:27:22 2020,0.3823361396789551
Thu Nov 26 15:27:23 2020,0.4408838748931885
Thu Nov 26 15:27:25 2020,0.42711496353149414
Thu Nov 26 15:27:26 2020,0.4092140197753906
Thu Nov 26 15:27:27 2020,0.409290075302124
Thu Nov 26 15:27:29 2020,0.4048149585723877
Thu Nov 26 15:27:30 2020,0.4236769676208496
Thu Nov 26 15:27:32 2020,0.3932371139526367
Thu Nov 26 15:27:33 2020,0.4005119800567627
Thu Nov 26 15:27:34 2020,0.39295411109924316
Thu Nov 26 15:27:36 2020,0.439450740814209
Thu Nov 26 15:27:37 2020,0.4014108180999756
Thu Nov 26 15:27:39 2020,0.3946990966796875
Thu Nov 26 15:27:40 2020,0.4259610176086426
Thu Nov 26 15:27:42 2020,0.41387295722961426
Thu Nov 26 15:27:43 2020,0.42380499839782715
Thu Nov 26 15:27:44 2020,0.41412806510925293
Thu Nov 26 15:27:46 2020,0.409559965133667
Thu Nov 26 15:27:47 2020,0.41256117820739746
Thu Nov 26 15:27:49 2020,0.45050501823425293
Thu Nov 26 15:27:50 2020,0.39583420753479004
Thu Nov 26 15:27:51 2020,0.3884589672088623
Thu Nov 26 15:27:53 2020,0.41171789169311523
Thu Nov 26 15:27:54 2020,0.3933250904083252
Thu Nov 26 15:27:56 2020,0.39934706687927246
Thu Nov 26 15:27:57 2020,0.44626522064208984
Thu Nov 26 15:27:59 2020,0.43015193939208984
Thu Nov 26 15:28:00 2020,0.4116377830505371
Thu Nov 26 15:28:01 2020,0.39059019088745117
Thu Nov 26 15:28:03 2020,0.3721761703491211
Thu Nov 26 15:28:04 2020,0.4028759002685547
Thu Nov 26 15:28:06 2020,0.40131402015686035
Thu Nov 26 15:28:07 2020,0.4107849597930908
Thu Nov 26 15:28:08 2020,0.40686798095703125
Thu Nov 26 15:28:10 2020,0.420759916305542
Thu Nov 26 15:28:11 2020,0.41971778869628906
Thu Nov 26 15:28:13 2020,0.4012281894683838
Thu Nov 26 15:28:14 2020,0.4445819854736328
Thu Nov 26 15:28:15 2020,0.4150841236114502
Thu Nov 26 15:28:17 2020,0.388228178024292
Thu Nov 26 15:28:18 2020,0.41542720794677734
Thu Nov 26 15:28:20 2020,0.39438581466674805
Thu Nov 26 15:28:21 2020,0.3949098587036133
Thu Nov 26 15:28:22 2020,0.3782219886779785
Thu Nov 26 15:28:24 2020,0.40500307083129883
Thu Nov 26 15:28:25 2020,0.39420318603515625
Thu Nov 26 15:28:27 2020,0.41629576683044434
Thu Nov 26 15:28:28 2020,0.3797321319580078
Thu Nov 26 15:28:30 2020,0.4264371395111084
Thu Nov 26 15:28:31 2020,0.4292721748352051
Thu Nov 26 15:28:32 2020,0.3818821907043457
Thu Nov 26 15:28:34 2020,0.4216890335083008
Thu Nov 26 15:28:35 2020,0.41187000274658203
Thu Nov 26 15:28:37 2020,0.4135901927947998
